class_id,description
11,Ice-cream making machines
11,Wicks adapted for oil stoves
11,"Pounded rice cake making machines, electric, for household purposes"
11,"Sous-vide cookers, electric"
11,Portable headlamps
12,Clips adapted for fastening automobile parts to automobile bodies
12,Dining cars
12,Tipping bodies for trucks
12,Boat hooks
12,Flanges for railway wheel tires
12,Valves for vehicle tyres
12,Airships
12,Inner tubes for pneumatic tyres
12,Inner tubes for pneumatic tires
11,Head torches
11,"Heating pads, electric, not for medical purposes"
11,Air sterilizers
11,Hair driers
10,Canes for medical purposes
10,Walking sticks for medical purposes
10,Baby feeding pacifiers
12,Lug nuts for vehicle wheels
12,Roll cage trolleys
12,Camera drones
9,Downloadable computer-aided design (CAD) software for designing integrated circuits
9,Downloadable computer-aided design (CAD) software for architectural use
9,Downloadable computer-aided manufacturing (CAM) software for integrated circuits
9,Downloadable database management software for use by financial advisors
9,"Computer programs for editing images, sound and video"
9,"Computer firmware for {specify the function of the program, e.g., use in database management, use as a spreadsheet, word processing, etc. and, if firmware is content- or field-specific, the content or field of use}"
20,"Figurines of wood, wax, plaster or plastic"
20,Indoor window shades of woven wood
20,Indoor window blinds
20,Indoor window blinds of paper
20,Indoor window shades of paper
9,"Computer hardware and recorded software sold as a unit for use with medical patient monitoring equipment, for receiving, processing, transmitting and displaying data"
9,"Computer hardware and recorded computer software programs sold as a unit for the integration of text, audio, graphics, still images and moving pictures into an interactive delivery for multimedia applications"
9,"An optical metrology inspection system comprised of a light source, one or more cameras and sensors in communication with computer software and hardware"
9,"Computer hardware and recorded computer software for retail inventory management, sold as a unit"
7,Machines for making pasta
7,Forge bellows
7,Filters being parts of engines
9,Pipettes [laboratory instruments]
17,Plastic films for agricultural purposes
10,Lead aprons for medical use
12,Bicycle frames
12,Unmanned aerial vehicles (UAVs)
3,"Non-medicated, non-veterinary grooming preparations in the nature of pet shampoo and conditioner"
6,Cash boxes of metal
35,Providing an online searchable database featuring a listing of investors for use by inventors
31,Live black-bone chickens
37,Rubber tire repair
9,Robotic arms for laboratory purposes
1,Phosphate fertilizers
20,Luggage stands being furniture
10,Medical robots with attached spoons for assisting physically disabled persons with eating
12,Storage racks specially adapted for push scooters
43,Bar information services
43,Booking of temporary accommodation via the Internet
20,Bath kneeling pads
7,Fixed cranes
5,Saline solution for sinus and nasal irrigation
5,Vitamin fortified beverages for medical purposes
8,Hand-operated pipe cutters
8,Seam rippers
45,Monitoring of burglar and security alarms
45,Lost property return
29,Salad oil
29,Oils for food
29,Cooking oil
5,Tissues impregnated with antibacterial preparations
6,Brass alloys
7,Sludge pumps
45,Legal consultancy relating to patent mapping
29,Coconut oil for food
19,Non-metal barricades
18,Knee-pads for horses
18,Fake fur
16,Printed sewing patterns
16,Heat transfer paper
28,Hobby craft sets for {indicate specific use}
5,Activated charcoal used as an antidote to poisons
10,Patient safety restraints
20,Key cabinets
21,Facial buffing pads
21,Pill boxes for personal use
16,Printed commemorative stamp sheets
16,Printed composition books
41,Providing a web site featuring information on historic figures
41,Providing a website featuring information on quarterbacks and quarterback instruction
17,"Mycological biomaterial in the nature of a plastic foam substitute for use in the manufacture of boat hulls, the inside of wind turbine blades, light weight vehicle panels and the like"
17,"Mycological biomaterial being a plastic foam substitute for use in the manufacture of {specify goods, e.g., boat hulls, turbine blades, light vehicle panels, etc.}"
21,"Hydroponic garden kit for home use comprising growing containers and also including hydroponic fertilizers, seeds, substrate, drain components, a book and starting class of DVD and CD instructional materials"
28,Exercise pucks in the nature of a foam or gel form enclosed in a cover and used by persons to perform exercises sold as a unit with printed instruction manuals
16,"Educational kits sold as a unit in the field of {indicate subject matter} consisting primarily of printed educational books, flash cards and worksheets, and also including an educational DVD"
16,Educational kits sold as a unit in the field of {indicate subject matter} consisting primarily of printed educational books and also including DVDs and t-shirts
10,Adult sexual stimulation kit comprised primarily of sex toys and a printed workbook
9,"Educational kit comprising DVDs featuring secondary level curriculum on all scientific disciplines, along with printed teacher guides, sold as a unit"
16,"Organizational kit used in planning the design and apparel for special events containing printed color selection sample sheets, planning folders and fabric swatches"
12,Bicycle pedal toe clips
12,Bicycle pedal cleats
11,Reflectors for bicycle pedals
26,"Hair accessories, namely, {indicate type, e.g., hair ties, hair scrunchies, etc.}"
26,Hair ties
28,Accessory attachments for manually-operated exercise equipment being resistance bands for increasing muscle resistance
18,Bags for carrying babies' accessories
28,Doll accessories
41,Providing a web site through which golfers locate information about golf courses and golf tournaments
41,Providing information for golfers about golf courses and golf tournaments via a website
37,"Pressing of textiles in the nature of {indicate specific item, e.g., clothing, cotton fabrics, etc.}"
10,Stockings for varices
45,Registration of domain names for others
5,Deodorizers for litter trays
42,Providing a website featuring technology that enables users to generate printable cryptocurrency wallets
1,Seed treatment chemicals for agricultural use
28,Tennis ball serving machines
31,"Fresh {indicate type, e.g., sour, morello, etc.} cherries"
21,Drinking horns made of plastic
29,Processed cherries for cocktails
30,Instant oatmeal
30,Flavored vinegar
30,Graham cracker pie crusts
31,Fresh cherries for cocktails
30,Corn bread mix
41,"Photography services in the field of {specify, e.g., marine life, architecture, etc.}"
30,Frozen waffles
30,Hot cocoa mix
16,Printed fiction books on a variety of topics
16,File pockets for stationery use
16,Printed filing cards
16,Giclee prints
16,Printed gift books featuring {indicate field or subject matter}
16,Printed greeting cards having a Christian message
16,"Printed guest books for {specify, e.g., weddings, funerals, etc.}"
43,Providing an interactive web site featuring information in the field of recipes for alcoholic beverages and cocktails
44,Providing an interactive website featuring information and links relating to healthy living and weight loss
38,Providing television broadcasting information via a website
39,Providing transport information via a website
41,Providing sports information via a website
3,Antistatic drier sheets
5,Adult nappies
9,Loudspeakers for sound masking
44,Feeding therapy services
8,Hand-operated quilt basting guns
5,Incontinence nappies
5,Nappies for pets
31,Unprocessed agar (Tengusa seaweed)
9,Battery chargers for home video game machines
10,Stockings for varicose veins
35,Office functions in the nature of searching for data in computer files for others
41,Entertainment services in the nature of a zoo
7,"Cheese slicers, electric"
41,"Arranging and conducting of conferences in the field of {indicate, e.g., telecommunications technology, economics, fashion, intellectual property law, etc.}"
35,Conference event management services
41,"Organizing live exhibitions and conferences in the fields of education, culture, sports and entertainment for non-business and non-commercial purposes"
21,Hand-operated food grinders
16,"A series of fiction works, namely, printed novels and printed books featuring {indicate topic or field}"
16,Printed baby books
16,Printed passenger tickets
16,Non-fictions books on a variety of topics
30,Seawater for cooking
30,Tea-based beverages with milk
8,Hand-operated cutting tools
8,Hand-operated vegetable shredders
8,Hand-operated food processor
8,Hand-operated lawn edgers
42,Providing a website featuring environmental information about climate change and bio-diversity
42,Providing engineering information via a website
37,Providing information about real estate development via a website
